"nome_officina","numero_intervento","codice_pezzo"
"Officina Lignano Sabbiadoro","HUB8463","PR050"
"Officina San Giorgio di Nogaro","OJN7880","PR003"
"Officina Trieste","BKZ4887","PR014"
"Officina Palmanova","TOW1785","PR024"
"Officina Cividale del Friuli","DCQ8460","PR033"
"Officina Spilimbergo","ANJ8851","PR045"
"Officina Pasian di Prato","JNG3048","PR012"
"Officina Maniago","EPF7381","PR033"
"Officina Codroipo","YNS4555","PR015"
"Officina Pasian di Prato","GGH4589","PR034"
"Officina Udine","JYZ5879","PR020"
"Officina Buttrio","HRR2965","PR003"
"Officina Tavagnacco","PLA4649","PR028"
"Officina Tricesimo","RAW5824","PR015"
"Officina Gemona","MTM6052","PR040"
"Officina Gemona","GVD0290","PR047"
"Officina Lignano Sabbiadoro","CCK1923","PR049"
"Officina Palmanova","IRO2746","PR006"
"Officina Pasian di Prato","YJB0866","PR016"
"Officina San Daniele del Friuli","WEY5306","PR011"
"Officina Gemona","NFG7667","PR004"
"Officina Azzano Decimo","GUS7518","PR031"
"Officina Gemona","ELU2100","PR003"
"Officina San Daniele del Friuli","QFS5034","PR020"
"Officina San Giorgio di Nogaro","XSY8999","PR040"
"Officina San Daniele del Friuli","NKD9529","PR005"
"Officina Monfalcone","ATY8115","PR030"
"Officina Sacile","BVG9369","PR019"
"Officina Aquileia","SPQ0265","PR032"
"Officina Tavagnacco","DCU6173","PR050"
"Officina Adegliaco","ATC9310","PR023"
"Officina Maniago","FQL4786","PR020"
"Officina Aquileia","NEZ5834","PR008"
"Officina Azzano Decimo","EKQ1843","PR018"
"Officina Palmanova","GZE5949","PR015"
"Officina Buttrio","SIY8854","PR033"
"Officina Maniago","PWL4823","PR001"
"Officina Cividale del Friuli","MNZ3337","PR025"
"Officina Lignano Sabbiadoro","QHI1723","PR016"
"Officina Aquileia","PLI9416","PR038"
"Officina Trieste","WYB8119","PR027"
"Officina Gemona","YHT6290","PR009"
"Officina Trieste","GZI7556","PR004"
"Officina Trieste","LKW5419","PR008"
"Officina Gorizia","FSX2834","PR020"
"Officina Aquileia","UQB7835","PR033"
"Officina Tavagnacco","EJJ5572","PR022"
"Officina Tricesimo","JKG7888","PR026"
"Officina Aquileia","OCL4925","PR019"
"Officina Pordenone","TTB0393","PR045"
"Officina Latisana","QOV3246","PR010"
"Officina Sacile","UXI9714","PR034"
"Officina Cervignano del Friuli","OFE5833","PR004"
"Officina Adegliaco","CBQ4220","PR022"
"Officina Cervignano del Friuli","TVX5919","PR017"
"Officina Adegliaco","UWE8171","PR032"
"Officina San Giorgio di Nogaro","LNO1977","PR039"
"Officina Adegliaco","BYE1532","PR016"
"Officina Fagagna","ITT5871","PR050"
"Officina Udine","BFX6984","PR049"
"Officina Palmanova","QMY6777","PR015"
"Officina Sacile","VQS6669","PR049"
"Officina Buttrio","QXY5372","PR012"
"Officina San Daniele del Friuli","IFA9527","PR009"
"Officina San Vito al Tagliamento","WBJ8808","PR043"
"Officina Monfalcone","CEC6213","PR049"
"Officina Tolmezzo","VAG5891","PR038"
"Officina Pasian di Prato","REV6676","PR015"
"Officina Tricesimo","DFJ6358","PR017"
"Officina San Daniele del Friuli","FPH4179","PR048"
"Officina Latisana","CSF5057","PR045"
"Officina Monfalcone","JGI7703","PR037"
"Officina Udine","CCW5171","PR049"
"Officina Azzano Decimo","DYU1133","PR048"
"Officina San Daniele del Friuli","JAK7142","PR046"
"Officina Codroipo","IKL2679","PR037"
"Officina San Giorgio di Nogaro","YMW0169","PR022"
"Officina Lignano Sabbiadoro","OEO0593","PR011"
"Officina Aquileia","LRL2482","PR038"
"Officina Codroipo","BJT8929","PR005"
"Officina Cividale del Friuli","NJR3296","PR035"
"Officina San Giorgio di Nogaro","HTZ1893","PR013"
"Officina Gemona","PYO7778","PR034"
"Officina Cividale del Friuli","MMD7791","PR042"
"Officina Fagagna","NLO2243","PR004"
"Officina Codroipo","GLA6964","PR003"
"Officina Tarvisio","MIE6267","PR020"
"Officina Adegliaco","ATQ4608","PR014"
"Officina San Vito al Tagliamento","GHD8921","PR017"
"Officina San Vito al Tagliamento","IRY1234","PR024"
"Officina San Giorgio di Nogaro","AAE0424","PR019"
"Officina Aquileia","LOD1967","PR026"
"Officina Azzano Decimo","DNE7781","PR001"
"Officina Udine","EGL8889","PR001"
"Officina Tarvisio","USC3575","PR044"
"Officina Monfalcone","JVM8238","PR034"
"Officina Gorizia","YGS4434","PR046"
"Officina Tarvisio","GMA6865","PR008"
"Officina Maniago","GGH5941","PR028"
"Officina Tricesimo","LUP6657","PR037"
"Officina Sacile","WUM3511","PR020"
"Officina Codroipo","PDU8070","PR016"
"Officina Lignano Sabbiadoro","SQZ4313","PR033"
"Officina Udine","YCI8744","PR017"
"Officina Tricesimo","MUY3707","PR010"
"Officina Pordenone","UAI6973","PR017"
"Officina Tarvisio","KJA6554","PR039"
"Officina Udine","ZZB8059","PR038"
"Officina Adegliaco","RQV7650","PR043"
"Officina Codroipo","EOM6240","PR034"
"Officina Sacile","RQE3382","PR007"
"Officina Tricesimo","XAI3554","PR006"
"Officina Monfalcone","MYW3647","PR026"
"Officina Tavagnacco","CKN4054","PR002"
"Officina Palmanova","EUT9509","PR043"
"Officina Gemona","MOB9765","PR002"
"Officina Palmanova","NUF4981","PR048"
"Officina Tricesimo","TPC1590","PR045"
"Officina San Daniele del Friuli","ETG8470","PR044"
"Officina Udine","TYL1953","PR027"
"Officina Fagagna","MPF1312","PR015"
"Officina Udine","DRF7554","PR040"
"Officina Tavagnacco","UCN7124","PR003"
"Officina Trieste","WVK4709","PR041"
"Officina Cividale del Friuli","VKE2590","PR005"
"Officina San Daniele del Friuli","IFK1107","PR043"
"Officina Cividale del Friuli","AKJ7408","PR025"
"Officina Pasian di Prato","SQR1110","PR031"
"Officina San Giorgio di Nogaro","UWN0777","PR034"
"Officina Tarvisio","URA4112","PR021"
"Officina Codroipo","FAF5715","PR038"
"Officina Aquileia","MTO8694","PR017"
"Officina Aquileia","VTQ8834","PR012"
"Officina Fagagna","IPX4252","PR023"
"Officina Cividale del Friuli","LCL7203","PR022"
"Officina Tavagnacco","LGK6753","PR044"
"Officina Aquileia","LUS5246","PR036"
"Officina Tricesimo","KOI9627","PR028"
"Officina Aquileia","TXJ2129","PR025"
"Officina Palmanova","QKZ2880","PR013"
"Officina Gemona","NTO2969","PR010"
"Officina San Giorgio di Nogaro","TSN9520","PR030"
"Officina Aquileia","JNK3663","PR031"
"Officina Cividale del Friuli","LFO9150","PR034"
"Officina Cervignano del Friuli","JAB7247","PR023"
"Officina Cividale del Friuli","XHE7847","PR041"
"Officina Cividale del Friuli","SMQ8664","PR036"
"Officina Pasian di Prato","OOZ1443","PR017"
"Officina Udine","ZDR8194","PR050"
"Officina Udine","ICW1438","PR047"
"Officina Sacile","YGF0416","PR002"
"Officina San Giorgio di Nogaro","NVP8455","PR035"
"Officina Tricesimo","YZY8610","PR006"
"Officina Codroipo","KBA9835","PR015"
"Officina Gemona","NFQ5211","PR013"
"Officina Tolmezzo","YBN1072","PR019"
"Officina Tricesimo","VQL6772","PR040"
"Officina Trieste","SLZ7659","PR033"
"Officina Maniago","THA2580","PR029"
"Officina Pordenone","XDZ6783","PR034"
"Officina San Vito al Tagliamento","SND7922","PR038"
"Officina Spilimbergo","MYG2054","PR018"
"Officina Lignano Sabbiadoro","DVB6231","PR019"
"Officina Cividale del Friuli","JHE6788","PR042"
"Officina Tolmezzo","ZRH5651","PR023"
"Officina Pordenone","HXZ7138","PR031"
"Officina Cervignano del Friuli","EPI0678","PR031"
"Officina Monfalcone","LUT4412","PR007"
"Officina Gorizia","MOF6540","PR036"
"Officina Latisana","BUH9020","PR001"
"Officina Udine","JWO8314","PR048"
"Officina Spilimbergo","UGE8302","PR010"
"Officina Gemona","ZIS4474","PR032"
"Officina Trieste","XPJ8602","PR050"
"Officina Cervignano del Friuli","BGM8246","PR001"
"Officina Buttrio","NUZ8794","PR036"
"Officina Tolmezzo","UFN5566","PR016"
"Officina Udine","OVL5501","PR040"
"Officina Cervignano del Friuli","BVC4264","PR033"
"Officina Trieste","ZFN2076","PR010"
"Officina Adegliaco","NWR2138","PR011"
"Officina San Vito al Tagliamento","RGP3327","PR032"
"Officina Spilimbergo","AWK5168","PR038"
"Officina Buttrio","MYE9294","PR005"
"Officina Azzano Decimo","HVU9134","PR026"
"Officina Latisana","WBT3692","PR006"
"Officina Gorizia","BDX3007","PR050"
"Officina Codroipo","SIY1546","PR046"
"Officina Buttrio","IOI5382","PR036"
"Officina Maniago","SKJ9973","PR039"
"Officina Tarvisio","SVI4556","PR049"
"Officina Latisana","QND3823","PR016"
"Officina Tarvisio","VHY2896","PR034"
"Officina Maniago","YXZ8538","PR037"
"Officina Monfalcone","YCI8084","PR040"
"Officina Adegliaco","INK7427","PR048"
"Officina Aquileia","FOQ0470","PR046"
"Officina Tolmezzo","FKM1740","PR026"
"Officina Aquileia","AIW3539","PR019"
"Officina Aquileia","EIY6865","PR046"
"Officina Trieste","QVJ0978","PR023"
"Officina Sacile","XNT2922","PR007"
"Officina Gorizia","JMN7474","PR020"
"Officina Gorizia","JYB0416","PR034"
"Officina Adegliaco","PPC8115","PR009"
"Officina San Giorgio di Nogaro","PMG3529","PR022"
"Officina Tolmezzo","PCH6943","PR044"
"Officina Trieste","UDJ7574","PR029"
"Officina Cividale del Friuli","CUY2783","PR046"
"Officina Latisana","GGL7933","PR020"
"Officina Tolmezzo","EXX1628","PR016"
"Officina Cividale del Friuli","RWI4552","PR021"
"Officina Tricesimo","RRZ7325","PR050"
"Officina Maniago","ILJ1845","PR005"
"Officina Fagagna","GMB8322","PR009"
"Officina Gemona","ZNF7310","PR027"
"Officina Tavagnacco","MCW4378","PR005"
"Officina Palmanova","LXK4313","PR026"
"Officina San Daniele del Friuli","WUX4500","PR047"
"Officina Aquileia","NWZ5376","PR004"
"Officina Monfalcone","LJW0173","PR024"
"Officina Pasian di Prato","HKR1561","PR049"
"Officina Maniago","MQN8255","PR020"
"Officina Palmanova","BPO3782","PR028"
"Officina Tricesimo","HAC8996","PR018"
"Officina Tavagnacco","VSR0693","PR026"
"Officina Tavagnacco","XDF8831","PR026"
"Officina San Giorgio di Nogaro","YQJ6378","PR005"
"Officina Codroipo","NMI5137","PR016"
"Officina Maniago","VVO7801","PR007"
"Officina Gorizia","WTT2466","PR007"
"Officina Adegliaco","YDT4932","PR022"
"Officina Palmanova","JTV0531","PR033"
"Officina Cervignano del Friuli","FIC0733","PR042"
"Officina Cervignano del Friuli","OUQ0356","PR031"
"Officina Cervignano del Friuli","PNM5160","PR024"
"Officina Adegliaco","SSD0772","PR011"
"Officina Gemona","SVV7843","PR035"
"Officina Spilimbergo","HVM0071","PR007"
"Officina Latisana","VUE8393","PR021"
"Officina Gorizia","XBK8830","PR034"
"Officina Aquileia","CFT5349","PR012"
"Officina Tarvisio","SIK4444","PR046"
"Officina Pordenone","VRH8359","PR002"
"Officina Latisana","WLI7120","PR002"
"Officina Trieste","CTO9066","PR042"
"Officina Tricesimo","HJW0287","PR033"
"Officina Pasian di Prato","HWK5096","PR007"
"Officina Lignano Sabbiadoro","QJZ1290","PR011"
"Officina Maniago","XFZ2753","PR049"
"Officina Buttrio","QOR4920","PR047"
"Officina Codroipo","XPI6813","PR024"
"Officina Sacile","GYR3298","PR015"
"Officina Azzano Decimo","WYT4235","PR001"
"Officina Cervignano del Friuli","LNV6986","PR042"
"Officina Buttrio","DVE6751","PR047"
"Officina Cervignano del Friuli","USJ7145","PR011"
"Officina Gemona","YIF9120","PR003"
"Officina Lignano Sabbiadoro","OQP6459","PR047"
"Officina Azzano Decimo","WTI3254","PR032"
"Officina Maniago","WRX0343","PR010"
"Officina Adegliaco","XTX0877","PR001"
"Officina Adegliaco","OEA3293","PR004"
"Officina Tricesimo","HBC6860","PR013"
"Officina Trieste","RBP5165","PR011"
"Officina Adegliaco","NBP8725","PR033"
"Officina Trieste","UBK3269","PR034"
"Officina Tolmezzo","RZQ8133","PR045"
"Officina San Giorgio di Nogaro","NHL3281","PR020"
"Officina Lignano Sabbiadoro","WJE6214","PR023"
"Officina Tarvisio","MPP6366","PR003"
"Officina Tricesimo","PVR3761","PR029"
"Officina Aquileia","LCW0825","PR031"
"Officina Tarvisio","DHD0802","PR013"
"Officina Cervignano del Friuli","JUH6156","PR007"
"Officina Maniago","OWE6323","PR028"
"Officina Lignano Sabbiadoro","TYM2207","PR035"
"Officina San Vito al Tagliamento","YGC4220","PR050"
"Officina Fagagna","TVX5745","PR006"
"Officina Spilimbergo","KMT7334","PR016"
"Officina Maniago","NCL3576","PR017"
"Officina Latisana","AFL9592","PR008"
"Officina Palmanova","BST3199","PR048"
"Officina Spilimbergo","ITG3504","PR025"
"Officina Gemona","RXL9859","PR027"
"Officina Tavagnacco","XAA8938","PR023"
"Officina Udine","URH7938","PR026"
"Officina Codroipo","DVY0246","PR035"
"Officina Udine","ZJX4069","PR033"
"Officina San Vito al Tagliamento","DSZ6772","PR044"
"Officina Buttrio","ILF5433","PR042"
"Officina Tarvisio","MMB2065","PR048"
"Officina Cervignano del Friuli","JXO6233","PR025"
"Officina Maniago","YVM2506","PR001"
"Officina Pordenone","JEJ9225","PR046"
"Officina Sacile","KZV6336","PR045"
"Officina Palmanova","DYI9547","PR029"
"Officina Codroipo","NLM4789","PR014"
"Officina Cividale del Friuli","EZJ2213","PR006"
"Officina Buttrio","AGK9855","PR020"
"Officina Fagagna","YEB6696","PR014"
"Officina San Daniele del Friuli","IQJ7796","PR018"
"Officina Sacile","DET6110","PR009"
"Officina Adegliaco","AZD4888","PR042"
"Officina San Vito al Tagliamento","QYR8315","PR023"
"Officina Palmanova","RNW6398","PR009"
"Officina Gemona","QOH8937","PR024"
"Officina Trieste","HPN2698","PR018"
"Officina Sacile","MGV3670","PR031"
"Officina Tarvisio","POJ7126","PR045"
"Officina Sacile","WAS6689","PR049"
"Officina Udine","LXF7946","PR018"
"Officina Palmanova","IXL2842","PR044"
"Officina Cervignano del Friuli","YMK8438","PR031"
"Officina San Vito al Tagliamento","OLI2258","PR047"
"Officina Buttrio","ZQR9961","PR025"
"Officina Latisana","SQE2462","PR050"
"Officina San Daniele del Friuli","HBS4726","PR001"
"Officina Buttrio","CKZ4989","PR011"
"Officina Azzano Decimo","WGY3643","PR035"
"Officina Udine","DAW4056","PR048"
"Officina Trieste","ONA1926","PR035"
"Officina San Giorgio di Nogaro","FTM6195","PR048"
"Officina Cividale del Friuli","VXJ6429","PR038"
"Officina Udine","BCF7566","PR015"
"Officina Trieste","ORR2900","PR039"
"Officina Codroipo","ANB5442","PR035"
"Officina Udine","OJH5733","PR001"
"Officina San Giorgio di Nogaro","SOG5871","PR023"
"Officina Pordenone","PBP5919","PR037"
"Officina Udine","TON2569","PR015"
"Officina Spilimbergo","ZLK1903","PR026"
"Officina Latisana","WUQ8060","PR018"
"Officina Pordenone","GGI3674","PR030"
"Officina Spilimbergo","IZE2250","PR049"
"Officina Pasian di Prato","CDQ1072","PR013"
"Officina Pordenone","CBB1866","PR028"
"Officina Tolmezzo","HBU4509","PR005"
"Officina Tolmezzo","GRN1390","PR008"
"Officina Fagagna","NSF9980","PR015"
"Officina Maniago","LBS1344","PR042"
"Officina Udine","NJN8908","PR018"
"Officina Sacile","DIQ4717","PR007"
"Officina Trieste","LRL4052","PR020"
"Officina Trieste","TVM6597","PR049"
"Officina Cervignano del Friuli","NSM5185","PR050"
"Officina Buttrio","PRR6472","PR014"
"Officina Cervignano del Friuli","QQZ8370","PR005"
"Officina Gemona","IZL2523","PR030"
"Officina Maniago","QHA1349","PR041"
"Officina Udine","QKO7357","PR033"
"Officina Latisana","YIR5083","PR044"
"Officina Tarvisio","EAW7631","PR037"
"Officina Latisana","RSR1562","PR029"
"Officina Trieste","NZL4479","PR009"
"Officina San Vito al Tagliamento","CVW5103","PR034"
"Officina Aquileia","WUO1789","PR050"
"Officina Buttrio","IYR2034","PR048"
"Officina Pasian di Prato","CTA4194","PR017"
"Officina Maniago","IXT8007","PR001"
"Officina Latisana","LCN7102","PR046"
"Officina Tarvisio","XTS3402","PR031"
"Officina Gorizia","ZBS2401","PR035"
"Officina Tolmezzo","NJV1795","PR026"
"Officina Sacile","IYH7256","PR007"
"Officina Azzano Decimo","KSA1623","PR007"
"Officina Monfalcone","TXP6021","PR023"
"Officina Pasian di Prato","ATZ5669","PR014"
"Officina Trieste","JSF8916","PR003"
"Officina Buttrio","XIF5461","PR003"
"Officina San Vito al Tagliamento","ZDO4261","PR037"
"Officina Monfalcone","XGR9977","PR002"
"Officina Codroipo","ZGT1618","PR018"
"Officina Udine","GVJ6537","PR024"
"Officina Buttrio","RPN5516","PR003"
"Officina Cervignano del Friuli","SFS1815","PR038"
"Officina San Daniele del Friuli","WXO6617","PR007"
"Officina San Vito al Tagliamento","QCB2809","PR047"
"Officina Trieste","DZM7402","PR024"
"Officina Cervignano del Friuli","VDS5339","PR014"
"Officina Gemona","ZVC2597","PR021"
"Officina Sacile","KNO5862","PR030"
"Officina Tolmezzo","CMZ9881","PR031"
"Officina San Daniele del Friuli","HHL7868","PR020"
"Officina Monfalcone","IWU5748","PR015"
"Officina Tavagnacco","PFA4741","PR050"
"Officina San Vito al Tagliamento","MGM7227","PR050"
"Officina Monfalcone","SYQ2821","PR038"
"Officina Gorizia","PGW4123","PR049"
"Officina Spilimbergo","PZU9654","PR046"
"Officina Pasian di Prato","VBH0602","PR020"
"Officina Pordenone","DFE6058","PR009"
"Officina Tarvisio","FZF0456","PR045"
"Officina Latisana","LZP5239","PR039"
"Officina Tolmezzo","LEK5985","PR008"
"Officina Cividale del Friuli","ZIZ7642","PR016"
"Officina Gemona","YQI2057","PR002"
"Officina Pasian di Prato","OCE7069","PR031"
"Officina Sacile","WZS9349","PR007"
"Officina Monfalcone","IAT7251","PR045"
"Officina Sacile","GUE8700","PR013"
"Officina Maniago","MKJ3696","PR010"
"Officina Buttrio","CQM9689","PR050"
"Officina Gorizia","YRG1419","PR024"
"Officina Buttrio","HPN0392","PR038"
"Officina Pordenone","ZKM3904","PR041"
"Officina Fagagna","JRC0698","PR042"
"Officina Cividale del Friuli","AGN6947","PR027"
"Officina Cividale del Friuli","PSV5693","PR026"
"Officina Spilimbergo","KJM3707","PR021"
"Officina Tarvisio","SRV8431","PR021"
"Officina Trieste","EJR7255","PR025"
"Officina Maniago","QKD8315","PR028"
"Officina Sacile","XUP8096","PR040"
"Officina Tricesimo","NWU7236","PR030"
"Officina Gemona","JFT5757","PR032"
"Officina Adegliaco","VZK3250","PR017"
"Officina San Vito al Tagliamento","YBM3096","PR008"
"Officina Cervignano del Friuli","ZFH5627","PR030"
"Officina Maniago","PNI1282","PR022"
"Officina Udine","RLB1046","PR022"
"Officina Pasian di Prato","QER2002","PR040"
"Officina Pordenone","QXF9697","PR029"
"Officina Cividale del Friuli","NLU1141","PR023"
"Officina Palmanova","ILC9213","PR018"
"Officina Latisana","GGS6255","PR033"
"Officina San Giorgio di Nogaro","GIF2188","PR011"
"Officina San Daniele del Friuli","BUG7907","PR030"
"Officina Cervignano del Friuli","UKL4351","PR006"
"Officina Aquileia","NVX9298","PR035"
"Officina Cervignano del Friuli","GRF2760","PR021"
"Officina San Giorgio di Nogaro","AMG6717","PR049"
"Officina Fagagna","ZXE0556","PR005"
"Officina San Vito al Tagliamento","DHS0685","PR043"
"Officina Gorizia","QDF6464","PR007"
"Officina Gemona","JWU3591","PR002"
"Officina Latisana","CCO5136","PR030"
"Officina San Giorgio di Nogaro","NBJ8095","PR044"
"Officina Buttrio","FSR0103","PR017"
"Officina Tricesimo","XEZ7488","PR028"
"Officina Tolmezzo","FPD3173","PR028"
"Officina Spilimbergo","RDG9014","PR019"
"Officina Adegliaco","FKM1686","PR048"
"Officina Maniago","BRL6700","PR027"
"Officina Monfalcone","OOO5004","PR033"
"Officina San Daniele del Friuli","KYA2988","PR022"
"Officina Codroipo","ASV8694","PR001"
"Officina Cividale del Friuli","CWS2431","PR027"
"Officina Pasian di Prato","CSH7477","PR018"
"Officina Sacile","WYM2179","PR037"
"Officina Buttrio","YPK2828","PR005"
"Officina Maniago","WGD9540","PR007"
"Officina Gorizia","RVB0280","PR030"
"Officina Tarvisio","WJO3348","PR013"
"Officina Adegliaco","JYX8349","PR037"
"Officina Pordenone","MUU8453","PR046"
"Officina Tarvisio","YTX9201","PR039"
"Officina Latisana","FEI5718","PR017"
"Officina Palmanova","ZMW4889","PR046"
"Officina Udine","FHZ5174","PR022"
"Officina Gorizia","QJK2486","PR001"
"Officina Aquileia","QZC4237","PR005"
"Officina Buttrio","RAS0421","PR027"
"Officina Pordenone","TWP0809","PR031"
"Officina Tavagnacco","VQI8881","PR004"
"Officina Cervignano del Friuli","CQQ6080","PR042"
"Officina Tricesimo","XUP7623","PR001"
"Officina Udine","JLJ5169","PR048"
"Officina Tarvisio","GUN0128","PR004"
"Officina Monfalcone","HOL6021","PR017"
"Officina Gorizia","NYX5620","PR049"
"Officina Udine","EDN6792","PR038"
"Officina Cividale del Friuli","OJE7061","PR047"
"Officina Tolmezzo","CJB4011","PR018"
"Officina San Vito al Tagliamento","CRW8681","PR024"
"Officina Buttrio","VFR6020","PR048"
"Officina Udine","ERI3518","PR029"
"Officina Cividale del Friuli","YKY6145","PR021"
"Officina Gemona","OXB6850","PR034"
"Officina San Giorgio di Nogaro","VZB0317","PR034"
"Officina Pordenone","QAG8351","PR036"
"Officina Pasian di Prato","RIM3489","PR039"
"Officina Latisana","NIU5473","PR050"
"Officina Buttrio","MAR7866","PR011"
"Officina Tolmezzo","XAR6177","PR044"
"Officina Lignano Sabbiadoro","HXV1890","PR028"
"Officina Cervignano del Friuli","YMT4449","PR021"
"Officina Tavagnacco","LBE2023","PR003"
"Officina Azzano Decimo","FMJ5511","PR018"
"Officina Tricesimo","WOV1954","PR039"
"Officina Azzano Decimo","EQR0172","PR050"
"Officina Fagagna","DGJ1023","PR001"
"Officina Adegliaco","MYZ5880","PR017"
"Officina Maniago","PIC8202","PR041"
"Officina Tavagnacco","DRD9070","PR025"
"Officina Lignano Sabbiadoro","ZIY6163","PR043"
"Officina Gorizia","GTS9222","PR009"
"Officina Spilimbergo","IQB0782","PR037"
"Officina Tavagnacco","ICI4881","PR011"
"Officina Trieste","AYJ2455","PR015"
"Officina Azzano Decimo","FLL4040","PR035"
"Officina Azzano Decimo","XVO4201","PR009"
"Officina Aquileia","ZGM7714","PR019"
"Officina Sacile","ZAO6670","PR024"
"Officina Aquileia","MWB3537","PR049"
"Officina Gorizia","IZE3743","PR048"
"Officina Buttrio","MBM5152","PR013"
"Officina Cervignano del Friuli","XGJ9407","PR039"
"Officina Pordenone","TZO9283","PR043"
"Officina Pordenone","ZOR7226","PR050"
"Officina Buttrio","YOB3616","PR027"
"Officina Udine","ESJ8600","PR042"
"Officina Tavagnacco","LAM3708","PR026"
"Officina Latisana","CJG0540","PR002"
"Officina Tricesimo","XQE2431","PR044"
"Officina Pasian di Prato","JRK5948","PR039"
"Officina Aquileia","ZXK1446","PR048"
"Officina Latisana","WAT5760","PR026"
"Officina Fagagna","SCV4388","PR049"
"Officina Tavagnacco","SLA2406","PR027"
"Officina Lignano Sabbiadoro","IHE1054","PR007"
"Officina Tricesimo","YVK3035","PR025"
"Officina San Daniele del Friuli","FAB3879","PR032"
"Officina Pasian di Prato","TJR8411","PR024"
"Officina Tarvisio","BJO6293","PR012"
"Officina Pasian di Prato","NCD1114","PR010"
"Officina Sacile","ION3477","PR047"
"Officina Sacile","DXL6628","PR001"
"Officina Trieste","JMX2833","PR043"
"Officina Buttrio","WMA6906","PR045"
"Officina Tavagnacco","IIX4402","PR037"
"Officina Pordenone","MTK7292","PR016"
"Officina Cervignano del Friuli","HKB8343","PR028"
"Officina Codroipo","WAJ4389","PR013"
"Officina Azzano Decimo","EWK3118","PR006"
"Officina Tolmezzo","VLZ8442","PR027"
"Officina San Vito al Tagliamento","XQH3149","PR045"
"Officina Lignano Sabbiadoro","RTX1199","PR029"
"Officina Codroipo","SIF4998","PR005"
"Officina Tavagnacco","MGI1596","PR016"
"Officina Azzano Decimo","YFA8164","PR007"
"Officina Lignano Sabbiadoro","CXC5439","PR026"
"Officina Spilimbergo","XSQ9848","PR041"
"Officina Fagagna","CLT3118","PR020"
"Officina San Daniele del Friuli","YKB7031","PR037"
"Officina Udine","TUE1131","PR018"
"Officina Lignano Sabbiadoro","GKG5900","PR033"
"Officina Pasian di Prato","NZX8818","PR010"
"Officina Gemona","WFA0387","PR003"
"Officina Codroipo","UBA1492","PR009"
"Officina Azzano Decimo","FQK6746","PR049"
"Officina Udine","KGR7994","PR023"
"Officina San Daniele del Friuli","LVV0169","PR011"
"Officina Udine","QOU4268","PR031"
"Officina Latisana","NLU5281","PR017"
"Officina Cervignano del Friuli","XCU5381","PR049"
"Officina Palmanova","FCO3813","PR008"
"Officina Tolmezzo","QZC5351","PR001"
"Officina Adegliaco","WNO0348","PR048"
"Officina Sacile","OFC4032","PR029"
"Officina Palmanova","OHD1688","PR035"
"Officina Tricesimo","XIY7502","PR015"
"Officina Tavagnacco","CNF6939","PR012"
"Officina Pasian di Prato","GPX7213","PR011"
"Officina Aquileia","LHQ9068","PR043"
"Officina San Vito al Tagliamento","DII6613","PR013"
"Officina Monfalcone","NFB3503","PR039"
"Officina Tavagnacco","MBA3807","PR043"
"Officina Pasian di Prato","EOJ8186","PR043"
"Officina San Daniele del Friuli","IRU7854","PR009"
"Officina Gemona","LYG2418","PR043"
"Officina Azzano Decimo","ERA5960","PR041"
"Officina Spilimbergo","GEI8565","PR030"
"Officina Tolmezzo","KKR2539","PR004"
"Officina Aquileia","NVC1287","PR032"
"Officina Cervignano del Friuli","EVV4465","PR041"
"Officina Cervignano del Friuli","SOC4756","PR003"
"Officina Trieste","WZM6231","PR049"
"Officina Trieste","MAC8206","PR020"
"Officina Cervignano del Friuli","KKL8593","PR042"
"Officina Udine","OYI2106","PR040"
"Officina Latisana","YYY2156","PR039"
"Officina Maniago","DOJ3145","PR041"
"Officina Palmanova","APV6026","PR022"
"Officina Gemona","UMY8799","PR015"
"Officina Udine","QAT0905","PR015"
"Officina Azzano Decimo","OFC0181","PR023"
"Officina Trieste","LEY0011","PR010"
"Officina Fagagna","QDW0261","PR028"
"Officina Codroipo","DAI4384","PR049"
"Officina San Giorgio di Nogaro","BML4287","PR050"
"Officina San Vito al Tagliamento","RHU3512","PR047"
"Officina Buttrio","DYM7920","PR040"
"Officina Pasian di Prato","JSX5243","PR002"
"Officina Tolmezzo","KFA6620","PR026"
"Officina Sacile","LDE5160","PR039"
"Officina San Giorgio di Nogaro","WJP0314","PR035"
"Officina Palmanova","WTI7990","PR010"
"Officina Gemona","WCQ0184","PR039"
"Officina Gemona","NUR3072","PR014"
"Officina Maniago","AQL0293","PR047"
"Officina Cervignano del Friuli","CVG7594","PR012"
"Officina Maniago","OYX5867","PR035"
"Officina Cervignano del Friuli","CHU6833","PR018"
"Officina Sacile","KBU4205","PR010"
"Officina Sacile","MUF1432","PR017"
"Officina Gemona","QNP6081","PR050"
"Officina Tricesimo","WBD5998","PR013"
"Officina Trieste","AFA1751","PR020"
"Officina Palmanova","REJ8916","PR020"
"Officina Maniago","AKI5875","PR002"
"Officina Tricesimo","TMN2204","PR035"
"Officina Cividale del Friuli","KPY1620","PR040"
"Officina Cervignano del Friuli","RRN3693","PR049"
"Officina Buttrio","UGJ6580","PR026"
"Officina Pasian di Prato","FHL8497","PR014"
"Officina Sacile","WRI2925","PR049"
"Officina Trieste","BIQ9737","PR024"
"Officina San Giorgio di Nogaro","ASK3055","PR046"
"Officina San Daniele del Friuli","RZH7393","PR024"
"Officina Azzano Decimo","NNU3694","PR046"
